1	2.5	284	-1
0.1	0.007681201
0.2002	0.014397588
0.3	0.020166622
0.5	0.030200354
1.04	0.062499931
1.16	0.058328676
1.5	0.067403489
2	0.079275941
2.8	0.09198674
3.3	0.094021472
4.2	0.083177073
4.8	0.088197174
5.5	0.186115015
6	0.346580349
6.5	0.851392247
7	1.506931847
7.5	0.646287896
8	0.323114533
10	0.219857483
11	0.159124548
12	0.095118114
13.5	0.078300993
14.5	0.116014493
16	0.244160058
18	0.513386976
20	0.635121804
21	0.964138729
22.5	1.488416735
24	1.96200596
25	2.263467632
26	2.596902624
26.5	2.789942909
27	3.012274384
27.5	3.203895937
28	2.908631454
28.5	2.54798709
29	2.10341992
30	1.484734463
32	0.91477703
35	0.609423407
40	0.457657177
45	0.204844202
50	0.134243851
60	0.07109351
80	0.025767965
100	0.012094089
125	0.005799322
250	0.000501682
284	0.000281289
284.5	0.008028177
500	0.001233014
1000	9.94482E-05
2000	6.77446E-06
4000	4.23098E-07
8000	2.45565E-08
-1	-1
