1	2.5	284	-1
0.1	0.007681201
0.5	0.088320183
1	0.134614219
1.5	0.161369369
2	0.169084597
2.5	0.185696469
3	0.196796462
3.5	0.211889148
4	0.229811683
4.5	0.281330064
5	0.367097103
5.5	0.4709211
6	0.44662686
6.5	0.305465939
7	0.153117104
7.8	0.072854828
8	0.049168236
8.5	0.064296905
9	0.084775506
9.5	0.112322291
10	0.134391076
10.5	0.168449893
11	0.201263221
11.5	0.227314993
12	0.252557892
12.5	0.277179691
13	0.307907113
13.5	0.338584503
14	0.380309783
14.5	0.423113154
15	0.472029972
15.5	0.530871258
16	0.606399452
18	1.077817031
20	1.286098978
22	1.098655556
24	0.901099463
26	0.722640131
28	0.55373987
30	0.43216749
32	0.357450802
34	0.33426302
36	0.312960302
38	0.257041708
40	0.210611419
42	0.182453693
44	0.170955739
46	0.155734404
50	0.115631116
55	0.086658525
60	0.065256751
65	0.047506629
70	0.035336121
75	0.027344104
80	0.021383975
100	0.012094089
125	0.003670343
250	0.000323554
284	0.000182866
284.5	0.005217495
500	0.0007975
1000	6.43701E-05
2000	4.38579E-06
4000	2.73976E-07
8000	1.5902E-08
-1	-1
