50	170	2650 -1
0.1	0.000250069
0.2	0.000759069
0.4	0.003371236
0.7	0.012418107
1	0.014691951
2	0.039197159
3	0.076096812
4	0.126422935
6.199	0.299111928
7.293	0.26435013
7.749	0.281456238
7.749	0.271847624
8.266	0.278636801
9.117	0.291479814
9.999	0.302498358
12.65	0.42899359
13.19	0.420136114
15.12	0.498757261
17.22	0.558305477
20.66	0.629822135
24.31	0.915167858
28.18	1.139634715
28.83	1.055571775
31	1.258624926
32.63	1.449892054
33.51	1.426231716
37.57	1.011765945
40	0.824687312
45.92	0.536960792
49.59	0.444293855
51.66	0.564159829
59.04	0.449161905
65.26	0.354542955
72.93	0.271331704
82.66	0.213326923
100	0.104720887
124	0.047214357
136	0.040117836
150	0.037580006
174	0.035816957
201	0.034999368
250	0.028494173
303	0.022783936
406	0.01572609
504	0.010129628
1016	0.001957001
2000	0.000239944
2111.53809	0.000201079
2123.02881	0.000555286
2193.2959	0.000498105
2205.2312	0.000722483
4006.01636	0.000119081
8024.08398	1.03137E-05
11542.7041	2.73768E-06
11605.5156	7.03414E-06
13219.9531	4.29832E-06
13291.8926	5.86901E-06
13806.5479	5.12862E-06
13881.6797	5.65338E-06
16072.3057	3.42983E-06
30000.002	3.58594E-07
-1	-1
